,Index,Country Code,Country Name,Year,IncomeGroup,Corruption Perception Index,Gni Growth (Annual %),"Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),Claims On Central Government (Annual Growth As % Of Broad Money),"Foreign Direct Investment, Net Inflows (% Of Gdp)",Import Value Index (2000 = 100),"Inflation, Consumer Prices (Annual %)",Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)",Broad Money Growth (Annual %),Import Volume Index (2000 = 100),Merchandise Imports From Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Imports),Bank Liquid Reserves To Bank Assets Ratio (%),Total Tax And Contribution Rate (% Of Profit),Exports Of Goods And Services (% Of Gdp),Merchandise Imports From High-Income Economies (% Of Total Merchandise Imports),"Industry (Including Construction), Value Added (% Of Gdp)",Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Net Barter Terms Of Trade Index (2000 = 100),"Labor Force Participation Rate, Total (% Of Total Population Ages 15-64) (Modeled Ilo Estimate)","Foreign Direct Investment, Net Outflows (% Of Gdp)",Refugee Population By Country Or Territory Of Origin,Domestic Private Health Expenditure (% Of Current Health Expenditure),Trade In Services (% Of Gdp),Total Reserves (% Of Total External Debt),Military Expenditure (% Of General Government Expenditure),General Government Final Consumption Expenditure (% Of Gdp),"Access To Electricity, Rural (% Of Rural Population)"
10,206,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
11,207,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
12,208,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
13,209,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
14,210,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
15,211,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
16,212,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
17,213,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
18,214,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
19,215,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
20,216,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
21,217,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
22,218,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
23,219,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
24,220,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
25,221,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
26,222,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
27,223,AFG,Afghanistan,2007,Low income,18.0,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.69747880000003,45.01165564,17.0167002,35.8,16.53043892,15.473387699999998,26.88224161,0.292741944,43.28841718,40.82001499,127.5258412,49.34400177,-0.025544654,3057655.0,78.16999054,20.71866764,160.7659305,11.94840462,11.04200573,19.868266199999997
28,224,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
29,225,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
30,226,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
31,227,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
32,228,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
33,229,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
34,230,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
35,231,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
36,232,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
37,233,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
38,234,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
39,235,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
40,236,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
41,237,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
42,238,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
43,239,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
44,240,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
45,241,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
46,242,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
47,243,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
48,244,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
49,245,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
50,246,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
51,247,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
52,248,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
53,249,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
54,250,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
55,251,AFG,Afghanistan,2008,Low income,15.0,5.0258733730000005,4.10505384,100.53,5.542998257000001,0.455363653,256.81352769999995,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674,130.7658406,49.10400009,-0.018973126,2833116.0,75.40338898,20.21186814,141.900322,11.16540879,10.60747369,27.95425074
56,252,AFG,Afghanistan,2009,Low income,13.0,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.38393630000002,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656,140.39894009999998,48.91099929999999,0.001986569,2887114.0,72.77924347,20.52422603,171.99679319999998,9.860389375,11.73792815,33.378737699999995
57,253,AFG,Afghanistan,2009,Low income,13.0,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.38393630000002,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656,140.39894009999998,48.91099929999999,0.001986569,2887114.0,72.77924347,20.52422603,171.99679319999998,9.860389375,11.73792815,33.378737699999995
58,254,AFG,Afghanistan,2009,Low income,13.0,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.38393630000002,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656,140.39894009999998,48.91099929999999,0.001986569,2887114.0,72.77924347,20.52422603,171.99679319999998,9.860389375,11.73792815,33.378737699999995
