,uuid,proj_res,res_polarity,res_subjectivity,res_polarity_label,res_subjectivity_label
10,10,260 offici 13 municip train financ public administr revenu busi registr public relat outreach construct manag public work mainten anticorrupt 30 key infrastructur servic deliveri project implement includ construct sidewalk rehabilit road drainag ditch build car park lot collect solid wast line ministri budget prepar autom standard oper procedur independ director local govern implement focus improv servic deliveri busi licens feeforservic implement servic privat sector monthli citizen forum municip newslett infrastructur project open close ceremoni media interview public awar activ introduc 21 femal engin train qualiti assur 80 municip offici train gender sensit mainstream look critic gender social relat stereotyp integr gender analysi genderrespons leadership govern,0.003333333333333333,0.19333333333333333,positive,objective
11,11,five municip began busi registr licens process eventu gener addit revenu municip nine municip form servic deliveri advisori group serv key interfac citizen municip offici,0.0,1.0,neutral,subjective
12,12,tafa facilit ratif afghanistanpakistan transit trade agreement januari 2011 agreement becam oper june 2011 agreement allow afghan truck drive directli huge market india china seaport karachi gwadar port qasem pakistan addit project facilit ratif south asian free trade area agreement support implement agreement guarante 0 5 tariff india pakistan five countri afghan export sensit list 2011 project streamlin custom procedur kabul hairatan border uzbekistan result elimin unnecessari import export step yield save 120 per transact reduc opportun corrupt moreov tafasupport trade polici liber would make consum good afford rais live standard afghan famili make product need access easier purchas increas custom revenu would allow giroa offer citizen addit servic improv custom procedur would protect consum danger inferior product final econom growth gener world trade organ wto safta aptta would creat broadbas polit support afghanistan care manag entri global marketplac trade custom reform facilit tafa would build necessari momentum govern reach level transpar effici requir join wto,0.12626262626262624,0.5333333333333334,positive,subjective
13,13,ground principl durabl stabil result local empower initi leadership oti design implement cluster small grant processori communitydriven approach oti program project process import project output contribut program strateg goal stabil oti util soft communityleadership shura district governor outreach visit hard small scale infrastructur activ strengthen linkag commun vulner insurg exploit posit giroa influenc commun resili strengthen improv abil resolv issu promot viabl econom activ commun effect within commun variou govern entiti,-0.13833333333333334,0.33833333333333326,negative,objective
14,14,adpsw team complet 33 major canal road farmer train women enterpris project farah provinc collabor farah governor farah government offici farah shura field program offic farahbas provinci reconstruct team three wellknown afghan ngo partner carri women poultri rais commerci project across provinc meanwhil widow disadvantag women farah citi region assembl 30000 wire gabion repair construct project adpsw would purchas moreov key element strateg allianc provinci governor adpsw support seri farmer altern agricultur confer variou district center across farah develop televis radio social messag campaign also spearhead governor final valu chain busi develop work adpsw leverag resourc talent usaidfund afghanistan smallmedium enterpris develop program asm agricultur sector advanc program asap altern develop programsouth adp addit directli collabor jointli fund activ habitat human,-0.0006944444444444454,0.4611111111111112,negative,objective
15,130,atarp took lead role help design sak includ map scope role respons train sak staff effect establish manag anticorrupt program includ handl complaint maintain complaint databas coordin key govern agenc atarp also advis sak staff implement anticorrupt plan assist develop complaint manag system track analyz complaint data support project sak receiv 1372 complaint investig resolv 1348 earn reput counter deter corrupt capac build program 15 local govern kecamatan strengthen abil provid better servic constitu exampl new equip data collect system local govern becam better equip issu birth certif govern document atarp support kecamatan learn plan longerterm need infrastructur develop help econom develop expand abil includ broader spectrum citizen determin goal commun econom growth area atarp provid technic advic ministri financ key depart includ director gener taxat dgt work ministri leadership director staff improv govern econom polici increas revenu gener includ strengthen invest servic harmon central region regul improv custom excis taxat servic creat job support small medium enterpris atarp also assist establish first depart indonesia devot crimin tax investig director intellig investig,-0.053977272727272735,0.4023674242424243,negative,objective
16,15,ongo activ improv access product infrastructur develop livestock horticultur cluster acceler busi develop improv goa capac outreach adp would improv licit incom opportun wellb thousand rural famili integr region economi,0.0,0.0,neutral,objective
17,16,amdep function context administr delay fund uncertainti secur threat environ mani differ media project unpredict economi station result amdep fund salam watandar radio network 47 rural radio station run well overal amdep equip function train staff effect technic assist set station target support administr system effect initi subsidi got station air amdep legal train lawyer legal advocaci journalist also produc number outcom new cadr mediasavvi lawyer becam activ bar associ law school project work afghan ministri help improv implement telecommun law polici promot evolut independ construct commerci media industri effort promot joint lobbi advocaci part media profession associ margin success number confer workshop held product exchang inform among journalist media industri leader amdep also support develop new radio content women listen much deal women issu across countri mani femal journalist train found employ media outlet,0.16753246753246756,0.21558441558441557,positive,objective
18,17,date eggi facilit implement driver licens practic exam fee could result increas revenu collect 1015 afghani afn annual kabul traffic depart support ministri financ tax financ debtrel decis make report support 20 key budgetari unit prepar deliv brief program budget complet submit annual budget budget committe also support ministri rollout comprehens provinci budget train program 34 provinc develop medium tax offic herat mazar jalalabad kandahar support enabl provinc surpass revenu collect target ahead schedul well remain cours meet target result effort tax return file complianc improv final 162 intern graduat women govern program 81 find fulltim job,0.0,0.7777777777777777,neutral,subjective
19,18,ddp improv subnat govern contribut secur district strengthen district level administr coordin line ministri activ subnat level establish commun coordin among three level govern district provinc center result ddp district tashkeel almost full absente significantli reduc staff report work harder abl manag budget made district administr feel first time actual govern district greater volum visitor district center meant much activ,0.125,0.2354166666666667,positive,objective
20,19,lcep2 graduat 240000 gradefour equival newli liter 20 provinc encourag 163000 literaci graduat establish 14190 selfhelp save group shg 1400 commun bank provid skill train 15000 creat mani nascent microentrepreneur microlend result lcep2 impact target commun improv famili livelihood stronger commun social fabric women becam commun leader entrepreneur literaci train effect appli context lcep2 support beneficiari sensit emerg literaci need well ensur commun literaci train asset lcep2 help ignit also sensit student need,0.03333333333333333,0.06666666666666667,positive,objective
21,20,project provid institut capac develop advocaci support provid financi technic assist support womenspecif activ cso among major object cso receiv largest grant 70 improv perform intern govern 95 improv financi manag engag women project saw signific increas particip women variou project,0.0625,0.5,positive,objective
22,21,june 2010 number commun council establish support asop target district 8 provinc reach total 42 1000 member commun council receiv train manag govern facilit asop train staff program also issu stipend approxim 2400 council member,0.0,0.75,neutral,subjective
23,22,islam financ toolbox develop facilit credit farmer use cultur accept lend mechan agricultur develop fund adf nonbank standalon financi institut own govern islam republ afghanistan govern board director also develop loan worth 77 million process financi nonfinanci intermediari directli benefit 21000 small commerci farmer 31 provinc indirect beneficiari exceed 100000 rural household moreov 14 million lent womenown enterpris zahra flagship program women,0.16249999999999998,0.375,positive,objective
24,23,project establish financi disput resolut commiss first attempt implement independ administr oversight regulatori author within afghan govern repres signific potenti enhanc transpar anticorrupt program acp also start develop tool provid citizen mechan manag corrupt complaint form submiss anticorrupt hotlin within scope acp program also assist draft memorandum understand creation ethic unit minist financ,-0.18333333333333335,0.5111111111111111,negative,subjective
25,29,septemb 30 2012 memorandum understand project 15 partner citi well nation territori plan agenc sign white paper fiscal decentr also develop confer fiscal decentr albania conduct,0.0,0.0,neutral,objective
26,24,transpar account technic assist deliv gener capac develop govern focu sector specif prioriti would ideal continu expand link refocu develop new initi financi manag human resourc programproject manag monitor evalu public outreach inform area sector specif assist subnat govern,0.2590909090909091,0.40530303030303033,positive,objective
27,25,polit parti receiv train inform concern organiz develop abil compet elect best particip afghanistan govern process assist came form train seminar organiz assist consult access resourc assess recommend improv includ resum improv previou effort specif organiz develop elector competit govern,0.9,0.6,positive,subjective
28,26,municip govern strateg framework municip islam republ afghanistan report provid blueprint develop subnat level includ import requir activ improv govern municip level,0.0,0.0,neutral,objective
29,27,aerca serv primari facilit institut afghanl elector reform initi resourc afghan stakehold engag foster debat advoc elector reform afghan stakehold establish facilit network pursu comprehens longterm transpar elector reform name elector support organ afghanistan esoa aerca conduct four factfind mission india mexico south africa new zealand order provid afghan deleg insight sever elector system esoa work domest organ includ free fair elect foundat afghanistan fefa movement afghan sister ma train human right associ draft reform agenda address elector issu also aerca research program assist civil societi group conduct research elector reform afghanistan aerca conduct field research afghanistan provid cso mp govern offici public opinion data elector reform issu final aerca research program also build capac civil societi organ conduct qualit quantit research train partnership nation center polici research ncpr kabul univers,0.24689754689754684,0.5396584896584896,positive,subjective
30,28,technic financi assist provid largescal cascad train session poll count includ 177 trainer 3100 district field coordin 160000 poll worker step also sponsor five million women campaign 5mwc organ afghan women network prepar declar commit encourag candid voter support particip women elect event attend 1500 women follow success launch 5mwc kabul provinci educ campaign implement 16 provinc,0.5666666666666667,0.5666666666666668,positive,subjective
31,31,first year project seri institut review region need assess conduct consensu build activ govern strengthen advocaci activ nation region level support upon agreement local counterpart hospit sector select key focu program need hardest reach poor program seek improv hospit holist perform integr oper unit three region hospit identifi test site,-0.037500000000000006,0.4833333333333333,negative,objective
32,32,project assist target municip strengthen involv local civil societi group special interest group busi local govern process accomplish includ civic privat sector local econom growth committe establish participatori budget mechan captur citizen input creat local govern outreach tool newslett websit govern transpar increas open council meet open process purchas leas dispos municip asset open budget process,0.044642857142857144,0.2589285714285714,positive,objective
33,33,mcca2 expand electron servic establish previou project tax administr creat sever new egovern system support project counterpart includ busi licens applic urban develop construct permit process court case mcca2 system webbas public access design goal maxim transpar account effici addit project engag albanian cso monitor reform extens capac build provid project cso abl provid effect monitor abil provid public servic futur strengthen,0.03409090909090909,0.14696969696969697,positive,objective
34,34,rolp support computer trial record 10 pilot court comput printer monitor necessari equip audio record session hear pilot durr vlora district court seriou crime court support computer trial record project also provid financi softwar pilot court organ custom servic train court staff addit rolp coordin albanian train institut public administr tipa train govern employe conflict interest asset declar fraud intern control ethic anticorrupt eprocur administr investig project join world bank european commiss project corrupt albania paca polish nation audit offic train high state control staff audit final perform measur survey assess effect 10 pilot court meet court user expect servic conduct project also oversaw annual survey corrupt albania percept experi found howev corrupt percept experi improv expect either court oversight institut due polit econom environ,-0.18312499999999998,0.6227083333333333,negative,subjective
35,300,star ii play instrument role develop 75 law regul relat trade liber includ legisl relat chemic product telecommun food safeti plant protect oper state bank vietnam credit institut labor radio frequenc consum protect competit retail distribut environment protect citi plan tax arbitr judgment enforc access inform public invest equit meet requir bta wto transpar lawmak process star ii assist govern draft implement 2008 law promulg legal norm document adopt law stop rentseek behavior offici take advantag uninform busi citizen also assist implement legisl requir citizen particip legal draft solicit public comment star ii support 265 workshop train thousand govern offici busi sector repres sponsor 28 studi tour 247 public offici publish approxim 44000 copi 41 refer materi support develop websit government agenc launch eight webbas egovern program pursu object implement wto requir modern vietnam judici system star ii support capac build justic system institut expos counterpart previous unknown concept includ plea bargain electron caseload manag system facetofac courtprovid mediat servic telemedi remot area adversari trial system project also develop implement innov tool measur perform ministri whose respons major influenc privat busi term develop new law enforc exist lawsth ministeri transpar indexalso known legal develop enforc assess ldea collabor usaidsponsor project star ii develop anoth tool provinci competit index pci becam motiv factor improv perform provinci govern,0.06656336088154272,0.25647382920110195,positive,objective
36,35,project team use webbas approach build integr egovern system albania system connect govern agenc busi bank citizen permit public access inform restrict access confidenti requir implement nation registr center tirana network servic window 11 municip registr new busi requir one applic process within 24 hour cost one us dollar nation registr center nrc servic window throughout albania process nearli 85000 applic regist 18000 new busi first year oper public access busi registr data electron nrc websit project team built test econom procur system central govern agenc municip could post tender notic public websit firm download bid document free charg submit bid via eprocur system meet european union eu standard infrastructur technic assist provid nation agenc inform societi nai oper control egovern servic center hand nai transfer agreement nai support eregistr eprocur etax would develop addit servic benefit busi public,0.028181818181818183,0.2172727272727273,positive,objective
37,36,project support develop implement enforc asset declar conflict interest system govern offici strengthen institut capac high inspector declar audit asset enhanc capabl justic sector institut particularli high council justic ministri justic manag oper conduct judici inspect mean prevent detect corrupt laid foundat develop modern bar associ nation chamber advoc includ provis bar exam ethic guidelin includ sanction collabor govern agenc implement public sector reform civil societi organiz capac improv advoc monitor govern reform engag public interest litig serv ombudsman function bring polici chang project help pass law adopt regul polici relat conflict interest administr procedurefreedom inform intellectu propertycopyright mediapress resultsori grant program also manag fund provid guidanc divers array transpar account program,-0.04178571428571428,0.4572619047619048,negative,objective
38,37,project reinforc capac municip administr communitybas organ cbo jointli develop implement monitor plan program seek improv social econom condit target municip project strengthen capac cbo determin develop built allianc privat sector well public commun institut organ scale provis afford sustain basic servic implement microproject strengthen vulner assess respond shock develop propoor sociallyinclus polici plan servic,0.011111111111111112,0.0861111111111111,positive,objective
39,38,decemb 2011 aac nation network cooper prosecutor gener offic organ retreat dedic intern anticorrupt day event includ differ anticorrupt train addit aac network establish citizen year award provid citizen recogn import protect right struggl restor violat right,0.2857142857142857,0.5357142857142857,positive,subjective
40,57,administr legal framework bih found adequ chang found need individu law howev number continu problem qualiti transpar administr decis make among institut respons administr legal decis make found municip canton ministeri decis maker lack adequ expertis train substant procedur matter particularli differ materi law differ procedur come conflict assess recommend institut reform administr legal system bih includ strengthen administr decisionmak capac certain execut agenc includ key municip carri pend legal residenti construct activ improv judici compet issu administr legal decis higher qualiti use construct legal issu major focal point technic assist provid grant enabl advocaci activ impact litig legal civic group rais public awar citizen administr right especi regard construct legal assist public administr reform effort improv civil servic bih specif capacitybuild administr decis make assist upgrad key aspect administr legal framework relat legal refer materi would directli assist capacitybuild measur,0.15625000000000003,0.3466931216931217,positive,objective
41,39,project train 700 member 41 youth commun action center civil societi civic engag volunteer role youth agent chang commun legisl agenda advocaci day initi 2012 enabl 300 civil societi particip make recommend parliamentari agenda nation assembl stand committe 80 key cso mobil provid input elector legisl reform process result hundr recommend parliamentari committe sever nationwid awarenessrais event,0.0,0.39999999999999997,neutral,objective
42,40,nan,0.0,0.0,neutral,objective
43,41,end project maac establish 11 advocaci assist center aac oper armenian ngo 14000 alleg victim corrupt appli aac assist aac pursu 2000 case 25 case resolv correct action 200 case refer prosecut 300 case court addit maac strengthen number govern institut includ human right defend hrd anticorrupt strategi monitor commiss acsmc nation assembl result inform train technic assist linkag intern resourc public institut enabl better prevent corrupt area respons project also provid anticorrupt technic assist train ngo build knowledg specif corrupt issu coordin grante aac network maac use outreach tool inform public effect way fight corrupt maac conduct three annual corrupt survey household well corrupt survey enterpris,-0.16352040816326532,0.5370748299319728,negative,subjective
44,42,2012 alon alac provid legal advic 1007 alleg victim corrupt repres 182 case govern base analysi statist corrupt complaint report alac project conduct mani public educ event includ rural area project organ regular roundtabl facilit dialogu govern institut ngo way increas transpar account public servic deliveri government function includ registr real estat notari public servic social aid among other,-0.13333333333333333,0.3191849816849817,negative,objective
45,43,help member parliament mp engag public legisl process ppa local social servic initi introduc public hear procedur citizen nongovernment organ foster commun member citizen improv public servic ppa publish distribut milli majli mm manual develop program assist parliamentari staff mp conduct construct parliamentari committe hear full public engag work parliamentari journalist associ ppa complet focu group new mp well nongovernment organ parliamentari journalist signific accomplish ppa includ follow orient program new mm member conduct januari 2011 improv websit mm featur complet legisl well draft legisl creat two public parliamentari hear issu relat disabl social servic held creation 125 member parliament assist mpa offic facilit 140 mpa train databas mpa track constitu request establish,0.06267217630853994,0.175068870523416,positive,objective
46,44,project facilit four wto work parti meet two year acceler countri access assist capacitybuild prepar 40 wtocompli law custom intellectu properti foreign fund foreign trade polici food safeti nontariff barrier trade propos reform bankruptci law 20 adopt also train state inspector educ industri repres food safeti best practic food handl inspect regim support azerbaijan govern goal expand export agricultur product project work get legisl draft elimin 15 import export restrict simplifi import export approv process azerbaijan reduc opportun corrupt help creat tax revenu forecast model design allow ministri accur forecast budget revenu council minist indic would put forth mandatori use model throughout govern final project spearhead costbenefit analysi led presidenti decre state project must subject financi econom analysi prior approv,0.011904761904761906,0.4119047619047619,positive,objective
47,45,project result includ hold five event one baku four region citi rais awar govern anticorrupt strategi action plan event also includ present ngo repres role civil societi implement nation strategi fight corrupt gener event held project includ one parliament commiss combat corrupt ccc integr legisl process parliament one us depart justic 45 particip relev author draft antimoney launder legisl implement numer train conduct govern offici antilaund legisl terror financ 3 microsystem studi conduct report health educ tax system complet submit ministri ccc,-0.225,0.525,negative,subjective
48,46,avail,0.0,0.0,neutral,objective
49,47,project establish sustain independ center investig journal provid train access inform journalist throughout countri also creat institution mechan regular commun collabor comptrol auditor gener princip account offic six govern ministri project support establish selfsuffici anticorrupt hotlin women entrepreneur provid guidanc avoid bribe addit fee assist women secur busi licens tax document access credit final establish budget analysi monitor unit bangladesh parliament support civil societi social audit govern program provid food develop assist ultra poor audit reveal system corrupt mismanag civil societi partner use result success advoc programmat improv local nation level,-0.08333333333333334,0.35544871794871796,negative,objective
50,48,project establish region women youth center seven region bangladesh offic locat citi baris bogra chittagong khulna mymensingh rangpur sylhet offic awar campaign conduct includ town hall meet women dialogu inform women youth way particip polit process microact fund mechan current implement help encourag innov youth womenfocus project design grassroot group lastli young leader fellowship program manag young polit parti activist provid train give select fellow opportun engag nation region parti leader import polit polici issu fellowship program focus sever differ area polit parti oper includ connect young peopl outreach women media relat use technolog improv parti oper,0.04,0.34,positive,objective
51,49,meet march 2012 councilor ward 13 citizen elect six person three femal three male repres ward 90person citizensingovern cig gener bodi sirajganj later 90 citizen gather select cig execut committe 27 member 27 member receiv special train sdlg differ channel avail citizen particip local govern decis make would attend sdlg train session sidebysid local elect repres key topicsfinanci manag revenu gener participatori plan budget servic deliveri monitor,0.24464285714285716,0.43392857142857144,positive,objective
52,50,part project civic educ compon train provid democrat principl skill thousand bolivian local ngo also receiv assist improv administr technic capac advanc adult literaci project conduct basic educ literaci class legisl studi databas exist legisl affect bolivia nine depart serv start point creation complet databas current law access bolivian project success increas bolivian particip democrat process countri new constitut improv nation congress abil function transpar effect bolster transpar manag public infrastructur project project support develop inform system softwar tailor particip bolivian depart uniqu project cycl intern procedur newli adopt system contract personnel purchas good servic,0.15454545454545454,0.24327651515151516,positive,objective
53,51,project close prematur due bolivian govern request year activ project provid technic assist numer municip govern special local entiti feder municip associ civil societi organ variou infrastructur activ also undertaken,0.07738095238095238,0.31547619047619047,positive,objective
54,52,first year account sign memorandum understand mani media outlet ensur strong outreach account initi anticip result account includ creation unifi anticorrupt network increas dialogu govern counterpart reform improv legisl deem import network increas anticorrupt educ citizen pressur reform report corrupt media,0.061111111111111116,0.6888888888888888,positive,subjective
55,58,open govern initi held confer key issu role suprem audit institut fight corrupt mainten regist asset public offici fund audit polit parti auditor train fraud detect audit polit parti project also select four pilot municip improv intern control procedur draft intern control manual municip public procur achiev includ establish work committe ministri municip particular ministri energi research conduct harmon propos new public procur law eu direct public regist databas public tender public procur director enhanc greater function achiev pilot public procur program establish ministri energi second pilot ministri foreign affair citizen particip anticorrupt activ increas work ngo media civil societi activist awar determin corrupt rais corrupt assess report complet establish local ombudsman support anticorrupt educ manual establish media monitor journalist award program also establish nine small grant ngo investig corrupt practic award final open govern initi provid train investig report small grante journalist media work area corrupt,-0.08887878787878789,0.4431818181818182,negative,objective
56,53,jsdp ii support high judici prosecutori council hjpc increas effici bih court prosecutor offic develop transpar nonpolit process select appoint judg prosecutor effort includ develop object written test candid establish timefram reduc case backlog improv manag practic 18 bih prosecutor offic model prosecutor initi program project also help justic sector implement bih justic sector reform strategi jsdp ii support civil societi organ establish justic network serv resourc center 57 civil societi profession associ interest advoc independ transpar judiciari bih increas access justic margin group,0.22,0.48,positive,objective
57,54,gap2 assist 72 municip institution public input municip action strateg plan process improv servic deliveri municip manag 7000 citizen almost 600 municip action plan team member directli involv public consult lead adopt threeyear plan 31 citizen servic center establish affect live 23 million peopl across countri daili interact local govern nation entiti law bylaw draft strengthen posit role local selfgovern 131 capit improv project complet beneficiari municip contribut 12 million financ combin effect gap2 work effici municip administr servic citizen increas satisfact provis servic,0.029545454545454545,0.11666666666666667,positive,objective
58,55,jsdp help high judici prosecutori council hjpc improv profession qualiti judiciari establish independ polit influenc support jsdp hjpc set new standard judici appoint perform disciplin judg code ethic judg prosecutor jsdp assist also improv hjpc strateg plan senior manag train public relat well institut capac support two key competenciescourt administr budget jsdp help hjpc adopt publish new book rule court mandat nationwid implement number key reform introduc jsdp civil crimin benchbook manual judg draft publish distribut judg prosecutor jsdp innov model court initi evolv european standard program help 32 court implement rigor court improv plan jsdp partner court introduc new record manag system computer case manag system remodel courthous make access public improv public relat custom servic bih ministri justic develop state ministri much capabl carri mandat jsdp train public financ human resourc project prepar public relat help moj becom effect ministri improv work justic sector strateg plan policymak budget financ donor coordin european integr jsdp help moj develop first nation justic sector reform strategi assist moj implement three main section aim enhanc independ effici judiciari access justic coordin justic sector jsdp provid comput softwar upgrad manag intern legal assist case help moj develop central databas seriou crimin offenc better track seriou offend jsdp also help moj publish legisl draft manual use ministri develop procedur public consult draft new legisl jsdp also help moj harmon bih legisl intern convent anticorrupt organ crime,0.0842550505050505,0.2781186868686868,positive,objective
59,56,gap assist develop fortyon modernli equip citizen servic center benefit one million citizen gap partner implement least ten activ relat improv busi environ municip exampl center urban permit capit improv plan leadership roundtabl improv financi manag strateg plan partner municip reengin busi registr procedur transpar inform flow public particip opportun expand greatli influenc gap commun develop grant program integr account budget system substanti improv capac municip financ depart well depart charg collect revenu,-0.08333333333333333,0.1111111111111111,negative,objective
60,232,program strengthen justic relat institut implement justic reform strengthen judici branch implement judici career law increas access justic women youth ethnic group nationwid increas civil societi commun involv specif public issu,0.0,0.06666666666666667,neutral,objective
61,59,project work collabor inclus process crucial polici area anticorrupt good govern land reform water manag women inherit human right elect train elect govern offici govern spokesperson respect role respons oblig account public given improv access servic inform govern initi reform intern within ministri good govern privat project improv capac ministri staff inform public mission increas transpar enhanc line commun creat effect govern project promot strategi prevent monitor creat sanction instanc corrupt work govern implement civil societi advoc monitor media liaison public civil societi media organ engag implement campaign anticorrupt law rais awar govern account oblig citizen right project also train civil societi organ concept techniqu particip advocaci help civil societi work collabor govern achiev reform vein project also support creation network monitor use public resourc,0.23626373626373626,0.4952380952380952,positive,objective
62,60,good govern program train 6112 peopl 111 commun includ 4884 administr 1036 member civil societi 39 member media 153 tradit leader 90 129 commun council particip interprovinci competit select committe chose 17 project one per provinc receiv technic financi support partnership agreement sign seven nation govern entiti design build capac number commun micro project implement,0.7,0.6000000000000001,positive,subjective
63,61,project assist rgc develop polici nation minimum standard protect human traffick victim launch support nation committe address traffick ministri interior deputi prime minist support project 1800 victim traffick provid assist shelter counsel reintegr commun legal aid vocat train,0.009999999999999998,0.08,positive,objective
64,62,novemb 2009 mae train journalist civil societi corrupt conduct public event highlight problem corrupt young peopl monitor media coverag corrupt publish monthli corrupt monitor newslett develop saatsaam clean hand websit resourc center anticorrupt inform materi dissemin saatsaam educ public materi mae also develop train materi support anticorrupt studi survey develop network privat public fight corrupt differ sector addit mae engag privat sector establish clean busi initi improv busi enabl environ transpar fair busi practic,-0.08205128205128205,0.6153846153846154,negative,subjective
65,68,jrmp project train 2500 public defend privat defens attorney plu 1368 law student trial skill procedur requir new accusatori system help reorgan nation public defend ombudsman help establish five special support offic oea staf experienc special defend skill personnel project also built equip provid curriculum support school public defend four region train center project help new accusatori system reach area difficult access affect conflict establish twenti virtual courtroom connect local polic prosecutor public defend client judg larg urban center develop consolid altern disput resolut adr concili center thirteen municip train 1082 juec de paz jp concili commun justic oper adr techniqu jrmp organ five civil societi advocaci coalit help advanc sustain reform help creat train citizen oversight group monitor justicerel issu manag,0.013358070500927646,0.2584724799010513,positive,objective
