,uuid,proj_desc,polarity,subjectivity,polarity_label,subjectivity_label
10,10,region afghan municip program urban popul region command east ramp east program support 14 provinci capit primari custom municip offici mayor revenu offic engin well citizen benefit municip servic ramp east aim help municip implement project local offici improv capac deliv servic build satisfact trust support among citizen program put municip offici front demonstr charg lead participatori plan process overse implement,0.0,0.0,neutral,objective
11,11,region afghan municip program urban popul ramp north project address challeng help govern islam republ afghanistan giroa establish capabl legitim govern municip level nine provinci capit primari custom municip offici mayor revenu offic engin etc well citizen benefit municip servic smallscal sustain servic deliveri improv project municip implement aim improv capac deliv servic increas citizen satisfact trust support municip govern,0.0,0.0,neutral,objective
12,12,trade access facilit afghanistan tafa goal improv trade environ afghanistan specif focu crossbord trade transit order foster increas invest export marketbas employ opportun accomplish tafa support govern islam republ afghanistan giroa privat sector four main area 1 tradepolici liber 2 custom reform 3 trade facilit 4 public outreach traderel issu,0.08333333333333333,0.19999999999999998,positive,objective
13,13,juli 2009 offic transit initi oti launch first phase current program afghanistan support stabil reconstruct initi object afghanistan stabil initi asi address instabl foster strengthen condit build link govern islam republ afghanistan giroa local afghan commun close coordin intern secur assist forc isaf oti program increasingli support commun violencepron area stabil project need march 2012 oti began second phase current engag afghanistan commun cohes initi cci oti seek improv stabil area vulner insurg exploit order creat enabl environ sustain peac tradit develop program 1 strengthen tie local actor customari govern structur giroa 2 empow communitybas resili mitig sourc instabl,0.041666666666666664,0.18888888888888888,positive,objective
14,14,altern develop programsouthwest adpsw aim reduc econom depend farah nimroz uruzgan helmand provinc opium product process trade help commun identifi seiz meaning opportun reduc vulner improv incom creat last job licit economi reinforc econom institut infrastructur opportun depend increas poppi cultiv farah provinc rel three provinc unit nation offic drug crime unodc record 2007 firstyear project activ focus end program hope two key transform would result 1 farmer rural men women poppygrow provinc district afghanistan would benefit increas sustain incom licit crop villagebas product 2 afghan engag suppli input rural commun purchas ship process market product would also profit improv techniqu technolog infrastructur put place help adpsw program,0.0,0.26666666666666666,neutral,objective
15,130,project anticorrupt compon focus ensur billion dollar aid sent help indonesia recov effect tsunami fulli account ensur reconstruct project could proceed futur project anticorrupt compon focus ensur billion dollar aid sent help indonesia recov effect tsunami fulli account ensur reconstruct project could succeed futur project provid support satuan anti korupsi anticorrupt unit sak brr creat badan rehabilitasi dan rekonstruksi agenc rehabilit reconstruct brr,0.0,0.0,neutral,objective
16,15,altern develop programsouthern region adp counternarcot strategi helmand kandahar uruzgan provinc 2007 alp plan rehabilit 300 kilomet gravel compact farmtomarket road build 40 kilomet cobbleston road complet 250 kilomet irrig canal improv 65000 hectar farmland rebuild lashkar gah electr substat improv electr access 8000 famili busi establish 14 veterinari field unit commerci feed mill distribut anim feed 20000 farmer improv veget seed 30000 farmer provid technic train extens worker paravet farmer coop associ,0.0,0.0,neutral,objective
17,16,afghanistan media develop empower project amdep continu strateg focu improv news developmentrel radio inform underserv group rural famili women young peopl amdep support comprehens valu chain approach strengthen media sector deal train journalist establish oper network rural radio station introduc new media enabl amateur voic commun social econom develop issu encourag advocaci protect journalist freedom help citizen understand valu import media inform news train media lawyer support new media law polici would support develop dynam independ media industri,0.02229437229437229,0.23225108225108224,positive,objective
18,17,econom growth govern initi eggi afghanistan support public fiscal financi manag area econom fiscal polici support revenu tax polici program budget reform provinci budget reform provinci tax administr revenu reconcili databas women govern,0.0,0.06666666666666667,neutral,objective
19,18,district develop program ddp repres umbrella approach ensur reach afghan central govern extend district countri partnership independ director local govern ministri financ ddp provid support budget plan execut district level aim improv deliveri key servic fund stream 1 provid onbudget partial salari support hazard pay oper mainten fund district offici offic key sector administr health justic agricultur educ via afghan budgetari system fund stream 2 align tradit develop afghan govern program provid servic priorit district offici commun repres fund stream 3 use financ smallscal district govern infrastructur relat servic deliveri,-0.02,0.51,negative,subjective
20,19,learn commun empower program phase ii lcep2 integr communitylevel literaci product skill save lend initi main goal program social econom empower,0.09999999999999999,0.19999999999999998,positive,objective
21,20,project launch provid institut capac develop advocaci support womenfocus afghan civilsocieti organ cso via grant order improv gender equal specif help women secur opportun advoc project goal improv statu qualiti life afghan women girl strengthen capac womenfocus cso contribut social econom polit develop women flexibl grant address emerg local afghan women group need empow expand activ,0.011111111111111112,0.10555555555555556,positive,objective
22,21,afghanistan social outreach program asop design work close provinci district governor strengthen commun collabor govern local commun would lay foundat perman democrat author capac subnat level asop aim facilit creation districtlevel council mobil commun support attempt reduc conflict promot develop encourag effici transpar use district resourc districtlevel council would identifi concern need commun establish channel commun coordin govern agenc,0.016666666666666666,0.03333333333333333,positive,objective
23,22,agricultur credit enhanc program ace focus enabl commerci farmer 130 hectar access financi servic concomit posit effect term technolog adopt increas product profit object ace program facilit rapid disburs loan along agricultur valu chain build capac financi intermediari deliv agricultur credit farmer contribut develop highvalu agricultur sector build confid govern legitimaci therebi contribut social stabil,0.03333333333333333,0.06666666666666667,positive,objective
24,23,project aim structur implement legisl fiscal regulatori institut framework within reform polici formul foster transpar investmentfriendli economi technic assist design assist afghanistan govern creat enabl polici regulatori environ trade invest regim strengthen privat sector also build institut capac afghan govern,0.0,0.0,neutral,objective
25,29,plan local govern project plgp project provid support govern albania goa local govern implement decentr legisl polici reform aim improv effici transpar account local govern oper improv local govern manag oversight select public util provid servic accord eu standard strengthen capabl goa local govern plan manag urban region growth,0.0,0.008333333333333333,neutral,objective
26,24,assess corrupt afghanistan commiss provid strategi program option recommend need opportun strengthen capac polit govern afghanistan order fulfil nation anticorrupt strategi report assess issu corrupt countri legal institut framework combat corrupt well donor activ corrupt includ monitor mechan report conclud recommend object anticorrupt assist strategi guid set action focus agenda assist govern civil societi help counter corrupt afghanistan,-0.31428571428571433,0.7571428571428571,negative,subjective
27,25,assess polit parti program team met polit parti associ stakehold implement kabul team also travel herat mazaresharif meet polit parti stakehold away kabul ad scope research compar inform diversifi expect away rel advanc situat capit larg part assess examin program afghanistan conduct evalu success emphasi also place futur direct,0.2,0.2,positive,objective
28,26,municip govern strateg framework municip islam republ afghanistan report focus municip level govern even though recogn municip part broader subnat system govern need address need develop subnat level recogn major polici document iroa includ afghanistan compact afghanistan nation develop strategi support effort govern creat independ director local govern idlg august 2007 undertak develop polici legal framework implement capac build program improv public administr capac level subnat govern system,0.065625,0.19166666666666665,positive,objective
29,27,afghanistan elector reform civic advocaci project aerca seek facilit afghanl elector reform process strengthen afghan democraci foster innov govern elector reform,0.0,0.0,neutral,objective
30,28,elector institut afghanistan support technic financi assist largescal train session poll count well conduct largescal civic voter educ program iec facetofac civic educ session organ men women 32 provinc reach 33 million particip principl democraci civil right rule law govern structur particip women elect administr voter candid encourag roundtabl session interact workshop provinci educ campaign final softwar provid computer map poll station analyz number voter per poll station track movement elect materi throughout countri support commun secur effort,0.49714285714285716,0.8271428571428572,positive,subjective
31,31,enabl equit health reform albania eehr aim support albania progress toward health reform agenda strengthen govern issu health care sector allow hospit respond citizen need qualiti health care deliveri immedi object project help ministri health albanian health institut narrow health reform agenda feasibl set prioriti action like greatest impact nation design useimpl action plan tool mechan provid evid better perform design test site prepar guidelin broadern implement test set reform intervent project call produc tool approach address lack transpar account,0.3,0.42000000000000004,positive,objective
32,32,local govern program albania lgpa work 10 municip throughout albania foster local econom growth improv local govern strengthen civic privat sector engag local develop lgpa encourag facilit local econom growth target municip increas invest creat job rais incom ultim expand municip tax base lgpa also provid technic assist onthejob train staff target municip varieti govern issu includ tax collect asset manag budget procur servic provis aim improv manag effici creat busi friendli invest climat,-0.13333333333333333,0.16666666666666666,negative,objective
33,33,millennium challeng corpor albania threshold program stage ii mcca2 design strengthen rule law reduc corrupt increas public oversight albania egovern program inform technolog solut technic legal assist,-0.09999999999999999,0.4222222222222222,negative,objective
34,34,rule law program rolp design promot better function oversight institut account court target institut societ intervent rolp task promot effici transpar account select court implement packag reform support rigor civic media monitor progress court modern improv also task build capac high inspector declar audit asset hidaa select oversight institut improv check balanc oversightaudit mechan branch govern,0.2866666666666667,0.4466666666666666,positive,objective
35,300,object star ii project support full implement usvietnam bta usvietnam element wto access protocol relat bilater agreement support overal wto implement modern legal judici administr system develop vietnam institut human resourc capac implement btawto develop recommend mitig advers effect global vulner sector popul,0.15,0.23000000000000004,positive,objective
36,35,support albania millennium challeng account threshold agreement mcca1 design reduc corrupt reform public procur tax administr busi registr use egovern approach improv transpar effici servic,-0.25,0.5333333333333333,negative,subjective
37,36,rule law program design improv uphold rule law albania larg part address corrupt program focus two area judici perform popular mobil,0.04999999999999999,0.95,positive,subjective
38,37,purpos mdp increas account municip govern commun serv achiev broad commun particip decisionmak oversight local public invest goal mdp work select municip origin five four sinc 2009 increas capac commun municip administr better articul need jointli plan develop municip expect work lead account participatori transpar govern also expect mdp intervent outcom contribut nation strategi municip develop,0.140625,0.21979166666666666,positive,objective
39,38,assist network advocaci assist center project develop support exist nation advocaci assist center aac network initi establish usaid mobil action corrupt maac project 20072011 project help address corruptionrel complaint citizen victim corrupt well build local institut capac address corrupt network 11 aac oper armenian young lawyer associ armavir develop center gegharkunik chamber commerc industri,-0.17954545454545454,0.36818181818181817,negative,objective
40,57,assess administr legal system bosnia herzegovina commiss determin well administr legal system function bosnia herzegovina bih part undertak assess team ask provid technic assist program option could improv legal framework administr law bih well institut improv could facilit better complianc administr law standard procedur countri team also ask address problem backlog util case entiti court system file enforc nonpay primarili water heat bill individu busi,0.22000000000000003,0.22000000000000003,positive,objective
41,39,civil societi local govern support program cslgp aim increas level inform organ civic activ local nation level along participatori decentr effici account local govern lead democrat societi project provid technic assist capac build local govern civic group engag participatori decisionmak foster construct particip cso policymak monitor empow local author embrac decentr reform,0.0,0.0,neutral,objective
42,40,access inform commun involv program focus train public offici local govern repres civic group freedom inform foi program conduct media outreach inform updat public govern foi issu armenia maintain freedom inform websit also work improv mechan proactiv public governmentheld inform provid free legal counsel citizen commun organ foi,0.10000000000000002,0.19999999999999998,positive,objective
43,41,mobil action corrupt armenia project maac design provid technic assist equip armenian peopl govern enhanc knowledg tool effect combat corrupt maac provid capacitybuild assist govern agenc civil societi actor ngo coordin activ four key compon establish mechan address grievanc effect systemslevel procedur reform design implement anticorrupt initi target govern agenc provid grant civil societi organ develop innov approach combat corrupt increas awar among youth adult corrupt,-0.2571428571428571,0.7714285714285714,negative,subjective
44,42,object anticorrupt advocaci legal advic center alac project provid citizen mean becom activ involv fight corrupt societi assist give advic victim wit corrupt three alac support project baku ganja guba five main pillar project includ legal advic educ inform advocaci capac build public outreach mobil train seminar,-0.10231481481481482,0.40416666666666673,negative,objective
45,43,parliamentari program azerbaijan ppa task enhanc overal effect parliament institution greater procedur legisl transpar strengthen parliamentari capac effect constitu relat program aim build capac member parliament well assist parliamentari staff assist establish constitu offic help establish new transpar mechan legislatur enhanc capac parliament effect address civil societi concern,0.3181818181818182,0.4772727272727273,positive,objective
46,44,trade invest reform support program tirsp design help broaden sustain benefit econom growth simultan support develop transpar regulatori regim consist usaid core rule law object remov critic polici regulatori administr barrier inhibit competit distort invest flow constrain trade limit progress econom integr tirsp task facilit wto access build capac compli core wto oblig commit promot develop trade invest enabl environ support streamlin transact cost relat busi establish oper support improv public infrastructur invest decis strengthen investor protect encourag major increas volum effici nonoilgasrel invest local foreign sourc,-0.015625,0.17291666666666666,negative,objective
47,45,usaidazerbaijan partner council europ implement project collabor govern azerbaijan help prevent control occurr corrupt accord european intern standard twoyear project design improv azerbaijan strateg anticorrupt framework improv domest legisl benchmark intern standard fight corrupt increas capac effici implement relev legisl framework establish network prevent use financi system money launder terror financ purpos enhanc govern capac prevent corrupt microsystem studi institution effici manag ethic provis conflict interest public servic,-0.21428571428571427,0.43809523809523815,negative,objective
48,46,purpos public expenditur reform support program azerbaijan promot adopt comprehens implement expenditur plan administr reform order significantli improv ration transpar capit budget mediumterm expenditur plan process also aim improv transpar costeffici character budgetari approvaltrack process would promot complianc core anticorrupt econom competit social equitydevelop goal govern azerbaijan would also improv sustain critic expenditur program growth path azerbaijan economi,0.016666666666666666,0.06666666666666667,positive,objective
49,47,project work govern citizen media public offici elect repres foster partnership provid incent anticorrupt reform,0.4,0.48333333333333334,positive,objective
50,48,bangladesh democrat particip reform dpr project work bangladeshi polit parti well individu women youth help bridg commun gap parti constitu program design enhanc grassroot particip focu women youth improv parti access use inform improv environ respons polit,0.0,0.0,neutral,objective
51,49,goal strengthen democrat local govern bangladesh sdlg program improv transpar participatori public administr subnat level enhanc legal polici reform nation level order promot expand decentr within project period project aim improv capac 600 select local govern unit across bangladesh includ union upazila parishad municip better respond need constitu,0.13999999999999999,0.15333333333333332,positive,objective
52,50,project sought increas confid democrat institut process bolivia promot decentr region develop strengthen civil societi improv transpar function bolivia congress,0.0,0.0,neutral,objective
53,51,object municip strengthen activ msa bolivia improv qualiti life bolivian support municip govern basic servic project work develop local capac task plan implement basic servic urban rural infrastructur project object 1 improv municip govern manag servicedeliveri perform particular attent increas account respons 2 increas citizen particip local govern particular attent priorit commun need strengthen citizen oversight local govern oper 3 implement municip servic infrastructur project manual labor inkind contribut beneficiari promot sens greater citizen ownership,0.08333333333333333,0.14166666666666666,positive,objective
54,52,account project establish systemat sustain approach success combat corrupt bih long term work augment exist anticorrupt initi creat coordin comprehens publicli recogn civic anticorrupt campaign encourag ngo form larger inclus movement establish umbrella network ngo relev stakehold develop adopt enforc exist new anticorrupt legisl polici creat avenu report corrupt use avail mean public outreach rais awar grassroot level,-0.11576704545454546,0.5135890151515151,negative,subjective
55,58,object open govern initi bulgaria improv account mechan bulgarian public administr support develop system intern control enhanc qualiti suprem audit streamlin public procur first goal activ assist govern bulgaria strengthen govern audit system compris intern control suprem audit correspond parliamentari oversight followup action second goal strengthen bulgaria public procur system provid continu assist sector corrupt risk high program aim ultim elimin precondit corrupt result poor intern control scarc manag respons,-0.08090909090909092,0.3884848484848485,negative,objective
56,53,object jsdp ii build effect credibl justic system institut enabl bih access european union strengthen independ account effect judiciari support better coordin unifi justic system bolster public confid rule law project also support ngo advoc independ account judiciari,0.16666666666666666,0.18888888888888888,positive,objective
57,54,object govern account project 2 gap2 improv capac municip bosniaherzegovina provid better servic citizen increas transpar respons decis make effect manag human capit resourc support polici fiscal framework conduc account local govern,0.16666666666666666,0.19999999999999998,positive,objective
58,55,primari goal judici sector develop project jsdp improv effici fair justic system bosnia herzegovina bih implement four crosscut compon includ strengthen institut capac perform high judici prosecutori council hjpc improv court administr reduc case backlog court strengthen institut capac perform state bih ministri justic moj particularli legisl draft skill improv indig crimin defens servic creat nationallevel legal aid offic provid servic,0.35333333333333333,0.5466666666666666,positive,subjective
59,56,govern account project gap design build capac critic mass municip repres thirti percent total number better serv citizen within polici fiscal framework good govern gap aim provid local govern target technic assist improv custom servic profil administr manag system includ establish citizen servic center increas level transpar inform flow among local govern depart citizen busi expand municip control revenu expenditur improv human resourc manag,0.1571428571428571,0.29285714285714287,positive,objective
60,232,program aim strengthen rule law respect human right increas transpar access within judici system,0.14285714285714285,0.31785714285714284,positive,objective
61,59,burundi polici reform program aim strengthen relat govern civil societi media order promot dialogu foster transpar participatori land polici formul process train conflict manag anticorrupt advocaci project built capac govern civil societi media understand discuss polici matter inform inclus manner,0.0,0.0,neutral,objective
62,60,purpos postconflict transit assist program pctap burundi increas capac newli elect govern offici provinc commun collin level govern effect transpar manner promot construct relationship elect govern offici civil societi improv understand respect role respons aim also increas capac nation govern civil societi plan implement nationallevel polici build capac area critic success postconflict transit increas civil societi capac promot peac reconcili,0.6333333333333334,0.6,positive,subjective
63,61,goal ctip program improv abil cambodian institut combat traffick person project sought strengthen royal govern cambodia rgc abil coordin develop polici regul enforc mechan combat traffick person improv law enforc capac combat traffick person develop coordin standard train counter traffick person project also aim improv victim support servic improv law enforc capac combat tip crime promot effect prevent particularli potenti victim traffick labor exploit collect data share inform,-0.05000000000000001,0.03333333333333333,negative,objective
64,62,strengthen govern account sga project includ two compon local administr reform laar program mainstream anticorrupt equiti mae program laar program focus primarili commun council cc communelevel civil societi group enhanc local democraci implic local develop laar program set build linkag citizen local govern nation govern increas public particip commun plan decentr deconcentr process institution democrat good govern principl practic local administr mae program sought work multipl level curb corrupt cambodia improv knowledg awar corrupt issu develop skill resourc counter corrupt effect behavior chang increas demand chang legal framework cambodia support transpar account anticorrupt practic,-0.05454545454545456,0.35151515151515156,negative,objective
65,68,program specif goal assist implement accusatori trial system increas number avail skill colombia public defend help reform administr manag judici system make transpar effici equit increas access justic poor disenfranchis improv qualiti increas avail altern disput resolut servic assist establish justic hous throughout colombia increas capac civil societi mobil support justic reform monitor assess advoc assist nation justic reform process,-0.2,0.3333333333333333,negative,objective
66,63,program intend improv protect human right access justic cambodia origin design primarili provid support human right ngo scope program expand includ support legal judici reform cooper govern institut program overal aim improv abil key cambodian stakehold government nongovernment undertak effect advocaci educ train effort ensur justic human right properli observ upheld,0.13214285714285712,0.38839285714285715,positive,objective
67,64,public interest legal advocaci program pilap goal use legal system assert protect citizen right well encourag government privat sector transpar account pilap select legal case strong potenti gener public debat demand broader account respect legal norm beyond mere bound case thu protect individu client right pilap also hope demonstr legal system viabil instrument gener greater transpar respect rule law pilap sought assist citizen govern better understand right oblig law citizen develop confid legal right would respect govern demonstr commit respect rule law,0.20476190476190476,0.3568452380952381,positive,objective
68,65,program right justic ii cambodia praj ii focus human right advocaci rule law promot biodivers protect build upon success fiveyear program right justic cambodia praj new project continu work promot access justic improv profession standard futur cambodian legal commun strengthen grassroot advocaci commun network includ communitybas advocaci protect cambodia biodivers new initi praj ii includ activ improv collect use justic system data develop institut capac ministri justic improv court administr case manag select court,0.1810966810966811,0.3129148629148629,positive,objective
69,66,better health servic bh program cambodia work ministri health increas demand equit access qualiti health servic project aim build capac public privat servic deliveri system expand model health financ improv qualiti impact matern neonat child health servic strengthen control infecti diseas bh built health system strengthen cambodia project manag 2002 2008,0.25,0.2833333333333333,positive,objective
70,67,engag labor issu crosssector integr legal polit econom dimens improv efficaci strateg approach program program cambodia emphas good health good educ good polit econom govern expect futur focu busi enabl environ issu focu provid platform help assur cambodia labor enabl environ strengthen corrupt present ongo challeng cambodia consider traction fight corrupt might gain public privat sector pursu anticorrupt measur labor sector well empow labor civil societi organ fight corrupt directli neg affect member interest moreov respect rule law rol pillar promot democraci good govern cambodia promot rol requir promot substant human civil right includ labor right respect procedur justic establish rule procedur fairli transpar consist appli sound institut,0.17653061224489794,0.5170068027210883,positive,subjective
71,69,goal project support region govern stabil effort rais system legitimaci state presenc build local capac implement good govern increas citizen particip plan deliveri public servic,0.2333333333333333,0.22222222222222224,positive,objective
72,70,program object strengthen justic servic colombia ensur access legal servic improv access justic reduc impun especi peopl live rural margin region colombia affect violenc,0.11212121212121212,0.2333333333333333,positive,objective
73,71,object program provid technic support train improv manageri capac local govern effect manag royalti increas citizen particip overse develop social infrastructur vulner popul accord goc law regul program work municip la guajira cordoba meta,0.016666666666666666,0.03333333333333333,positive,objective
74,72,build recoveri democrat govern advanc consolid drc transit program brdg act program aim strengthen institut capac independ elector commiss polit administr justic commiss nation assembl program aim provid emerg logist assist economi financ commiss nation assembl well emerg logist assist provinci assembl variou district,0.0,0.0,neutral,objective
75,78,project combin two integr area activ rule law anticorrupt rule law compon focus assist justic system earn confid citizen deliv independ effect ethic justic administ imparti highli qualifi justic profession anticorrupt compon serv strengthen public sector institut help discov investig prosecut corrupt case anticorrupt compon drew close summer 2006 rule law compon extend spring 2008,-0.25,0.5333333333333333,negative,subjective
76,73,main object program develop access empow justic system improv judici manag lower cost access justic inform engag public projustic design around four main compon correspond core object 1 support establish new judici institut 2 effect transpar manag judiciari ministri justic moj 3 effect transpar access court oper pilot jurisdict 4 increas access justic vulner popul,0.11742424242424242,0.29696969696969694,positive,objective
77,74,major object program enhanc transpar oversight thu contribut govern effect polit stabil djibouti specif program goal dacp twofold 1 assist offic inspector gener ige parliament djibouti provid technic assist train support promot good govern transpar public sector function therebi elimin precondit corrupt 2 increas public awar govern fight corrupt public servic announc psa,-0.03392857142857143,0.47142857142857153,negative,objective
78,75,dominican republ transpar citizen action program aim reduc corrupt help dominican combat corrupt practic chang attitud consequ corrupt enabl systemwid chang prevent reduc corrupt goal achiev increas citizen awar corrupt issu mass media campaign help build network local nongovernment organ ngo work corrupt strengthen citizen oversight govern activ develop media grant facilit coverag corrupt issu strengthen govern abil respond corrupt track system corrupt complaint train prosecutor judg demonstr project passport custom agenc,-0.39166666666666666,0.7749999999999999,negative,subjective
79,76,dominican republ transpar account project tap aim improv access public inform public procur process intern control system project work increas access public inform ensur freedom inform offic offic suffici polit budgetari support also aim improv transpar competit govern procur assist nation offic procur comptrol gener target line ministri follow promot transpar bid award procedur project aim increas govern horizont account control corrupt strengthen check balanc across key institut goal achiev uniform approach strengthen interinstitut commun cooper standard guidelin perform mean ultim reduc incid corrupt,-0.1640625,0.4859375,negative,objective
80,77,project aim increas effect transpar fair dominican crimin justic system,0.7,0.9,positive,subjective
81,79,project object improv access public inform public procur process intern control system project work increas access public inform ensur freedom inform offic offic suffici polit budgetari support,0.0,0.06666666666666667,neutral,objective
82,80,project object improv judiciari technic manag capac process critic case project help establish mechan strengthen intern extern oversight justic sector reform oper design implement activ enhanc independ imparti justic institut particularli judiciari public ministri promot coordin among justic sector actor project also manag grant local ngo support sustain commun justic hous,0.0,0.03333333333333333,neutral,objective
83,81,task project includ track anticorrupt legisl support media activ rais citizen awar corrupt issu publish transpar index public institut sponsor workshop seminar,-0.25,0.5333333333333333,negative,subjective
84,82,desk studi task review mani antitraffick program east asia pacif region,0.0,0.0,neutral,objective
85,83,timorlest threshold program aim reduc corrupt build network function effect anticorrupt institut actor aim support anticorrupt commiss acc becom lead agenc anticorrupt educ prevent investig build offic prosecutor gener opg investig prosecutori skill particularli corrupt case econom crime moreov aim strengthen audit capabl intern govern audit entiti establish extern audit author improv govern timorlest abil prevent detect instanc corrupt strengthen parliament role increas oversight govern fiscal manag practic furthermor program aim improv access immun servic creat capabl effect commun health system main goal strengthen servic deliveri identif unimmun children identifi underserv area develop longterm solut improv maintain higher coverag rate immun chronic lowcoverag area institution integr commun health servic unit sisca function healthcar servic unit project support district,-0.21666666666666665,0.7666666666666667,negative,subjective
86,88,report analyz statu corrupt anticorrupt program timorlest focus particular vulner corrupt abus offer prioriti program option use usaid govern donor nongovernment organ consid subsequ year,-0.2777777777777778,0.7777777777777777,negative,subjective
87,84,support local govern elect civil societi timorlest program set goal enhanc capac newlyelect suco council strengthen citizen particip villag municip govern program focus strengthen capac 150 suco council four municip oecuss bobonaro ainaro baucau strengthen citizen particip villag municip govern,0.4,0.45,positive,objective
88,85,project anticorrupt element focus provid profession advic assist first anticorrupt commission project support rang strateg advic plan startup administr support train investig train intern exposur procur deliveri custom manag inform system project also aim inform popul judici system public role anticorrupt effort,0.125,0.19999999999999998,positive,objective
89,126,democrat reform support program drsp aim support lead advoc democrat reform public privat sector civil societi advanc safeguard key democrat reform includ rule law freedom inform justic sector reform free fair elect decentr drsp also support develop framework directli elect local govern head provid technic assist key govern agenc improv decentr legisl support effort fight local level corrupt support effort implement special autonomi aceh papua,0.2324675324675325,0.6489177489177489,positive,subjective
90,86,trinat multidisciplinari assess team spent three week conduct openend interview 100 relev actor state local level includ villag elder suco leader repres govern ministri media outlet religi organ civil societi myriad nongovernment organ addit interview repres unit nation mission timorlest unmit intern agenc mission though base dili team member travel suai nearbi border indonesia baucau led timorlest assess team member identifi overarch factor system breakdown imped progress toward rule law devis recommend address breakdown,-0.3,0.3666666666666667,negative,objective
91,87,program aim build independ judici system perform monitor civil societi organ media project also set support legal advocaci campaign facilit collabor government institut civil societi also aim establish compet access legal aid servic disput resolut mechan commun level would strengthen capac resist administr corrupt final project aim increas transpar judici process inform citizen access justic system particularli margin popul,-0.024999999999999994,0.6,negative,subjective
92,89,program combat corrupt improv transpar account key democrat institut increas oversight capac civil societi increas polici consensu key democraci area project object directli support strateg object increas citizen support democraci measur level citizen percept corrupt,-0.25,1.0,negative,subjective
93,90,decentr democrat local govern project ddlgp ecuador aim strengthen democrat local govern oper ecuadorian municip ecuador ddlgp known 3d project democraci decentr develop ddlgp three integr compon municip strengthen technic train stakehold particip citizen particip focus mechan citizen particip local govern decis make help ensur resourc project direct solv prioriti concern commun decentr polici reform support transfer author subnat govern unit legal regulatori reform coordin polici reform initi,0.06000000000000001,0.12000000000000002,positive,objective
94,127,justic sector reform program jsrp indonesia respons ensur achiev program object develop effect transpar account independ judici branch govern assist implement roadmap reform public prosecut system addit subgrant made conduct indonesia corrupt percept index 2010 survey public awar campaign corrupt level indonesia survey aim measur corrupt level 50 citi around indonesia,-0.3,0.6266666666666667,negative,subjective
