Index,Country Code,Country Name,Year,IncomeGroup,Corruption Perception Index,Gni Growth (Annual %),"Intentional Homicides (Per 100,000 People)",Food Production Index (2004-2006 = 100),Claims On Central Government (Annual Growth As % Of Broad Money),"Foreign Direct Investment, Net Inflows (% Of Gdp)",Import Value Index (2000 = 100),"Inflation, Consumer Prices (Annual %)",Claims On Private Sector (Annual Growth As % Of Broad Money),"Inflation, Gdp Deflator: Linked Series (Annual %)",Broad Money Growth (Annual %),Import Volume Index (2000 = 100),Merchandise Imports From Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Imports),Bank Liquid Reserves To Bank Assets Ratio (%),Total Tax And Contribution Rate (% Of Profit),Exports Of Goods And Services (% Of Gdp),Merchandise Imports From High-Income Economies (% Of Total Merchandise Imports),"Industry (Including Construction), Value Added (% Of Gdp)",Price Level Ratio Of Ppp Conversion Factor (Gdp) To Market Exchange Rate,Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports)
206,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
207,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
208,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
209,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
210,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
211,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
212,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
213,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
214,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
215,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
216,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
217,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
218,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
219,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
220,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
221,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
222,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
223,AFG,Afghanistan,2007,Low income,18,5.786177313,4.906174844,108.92,6.649364645,1.935703036,256.9955166,8.680570785,20.12000494,22.52775621,42.39516401,187.6974788,45.01165564,17.0167002,35.8,16.53043892,15.4733877,26.88224161,0.292741944,43.28841718,40.82001499
224,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
225,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
226,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
227,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
228,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
229,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
230,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
231,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
232,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
233,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
234,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
235,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
236,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
237,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
238,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
239,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
240,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
241,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
242,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
243,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
244,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
245,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
246,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
247,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
248,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
249,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
250,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
251,AFG,Afghanistan,2008,Low income,15,5.025873373,4.10505384,100.53,5.542998257,0.455363653,256.8135277,26.41866415,13.09646243,2.096288748,31.38381712,161.9472341,44.24172177,33.51616705,35.8,16.50810513,20.93499873,26.915628,0.286553845,73.38335901,19.62652674
252,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
253,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
254,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
255,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
256,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
257,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
258,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
259,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
260,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
261,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
262,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
263,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
264,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
265,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
266,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
267,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
268,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
269,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
270,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
271,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
272,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
273,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
274,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
275,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
276,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
277,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
278,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
279,AFG,Afghanistan,2009,Low income,13,5.360280563,3.926774495,116.85,-5.353180285,0.451055983,283.7355514,-6.811161089,10.78143504,-2.163404438,33.04506797,199.3839363,65.69576723,37.01698759,35.8,16.96730188,21.87858176,21.89712221,0.288266225,66.21558635,25.60387656
280,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
281,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
282,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
283,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
284,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
285,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
286,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
287,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
288,AFG,Afghanistan,2010,Low income,14,5.924710476,3.368109608,115.98,-6.477074421,1.203125109,438.3253281,2.178537524,9.553063823,3.814630326,26.9471277,285.262919,59.8881881,34.65872703,35.8,16.1826331,26.21504709,21.1514207,0.317614157,55.78113373,35.74588839
