,Country Code,Year,Country Name,Export Value Index (2000 = 100),Import Value Index (2000 = 100),High-Technology Exports (% Of Manufactured Exports),Trade In Services (% Of Gdp),Merchandise Exports To Low- And Middle-Income Economies Within Region (% Of Total Merchandise Exports),Merchandise Exports To High-Income Economies (% Of Total Merchandise Exports),Merchandise Exports To Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Exports),Merchandise Imports From Low- And Middle-Income Economies Within Region (% Of Total Merchandise Imports),Merchandise Imports From Low- And Middle-Income Economies Outside Region (% Of Total Merchandise Imports),Merchandise Imports From High-Income Economies (% Of Total Merchandise Imports),Net Barter Terms Of Trade Index (2000 = 100),Merchandise Trade (% Of Gdp),Logistics Performance Index: Overall (1=Low To 5=High),"Burden Of Customs Procedure, Wef (1=Extremely Inefficient To 7=Extremely Efficient)",Total Tax And Contribution Rate (% Of Profit),Average Number Of Visits Or Required Meetings With Tax Officials (For Affected Firms),Firms Expected To Give Gifts In Meetings With Tax Officials (% Of Firms),Strength Of Legal Rights Index (0=Weak To 12=Strong),Time Spent Dealing With The Requirements Of Government Regulations (% Of Senior Management Time)
10,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
11,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
12,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
13,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
14,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
15,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
16,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
17,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
18,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
19,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
20,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
21,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
22,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
23,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
24,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
25,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
26,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
27,AFG,2000,Afghanistan,100.0,100.0,,,43.75968748,15.60672677,40.63358575,13.53352064,24.70046745,12.34872648,100.0,,,,,,,,
28,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
29,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
30,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
31,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
32,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
33,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
34,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
35,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
36,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
37,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
38,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
39,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
40,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
41,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
42,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
43,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
44,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
45,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
46,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
47,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
48,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
49,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
50,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
51,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
52,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
53,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
54,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
55,AFG,2001,Afghanistan,49.52225588,144.23044209999995,,,27.65814481,20.18486051,52.15699469,12.48338053,22.87167061,12.42609989,118.73143490000001,,,,,,,,
56,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
57,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
58,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
59,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
60,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
61,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
62,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
63,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
64,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
65,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
66,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
67,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
68,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
69,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
70,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
71,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
72,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
73,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
74,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
75,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
76,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
77,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
78,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
79,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
80,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
81,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
82,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
83,AFG,2002,Afghanistan,72.82684689,208.5218421,,,21.83221706,21.84237025,56.32541269,18.5334823,33.43679983,12.05493752,116.5404127,62.93186179,,,,,,,
84,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
85,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
86,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
87,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
88,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
89,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
90,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
91,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
92,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
93,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
94,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
95,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
96,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
97,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
98,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
99,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
100,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
101,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
102,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
103,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
104,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
105,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
106,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
107,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
108,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
109,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
110,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
111,AFG,2003,Afghanistan,104.8706595,178.6722635,,,45.66040721,15.0778141,39.26155459,22.069608300000002,39.63205985,11.8884298,109.9010639,49.71699175,,,,,,,
112,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
113,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
114,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
115,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
116,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
117,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
118,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
119,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
120,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
121,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
122,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
123,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
124,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
125,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
126,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
127,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
128,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
129,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
130,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
131,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
132,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
133,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
134,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
135,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
136,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
137,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
138,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
139,AFG,2004,Afghanistan,222.121883,185.13542009999998,,,35.98588623,17.83244423,46.18138744,24.39979857,43.55575774,11.91900158,118.76564750000001,47.48622604,,,,,,,
140,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
141,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
142,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
143,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
144,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
145,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
146,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
147,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
148,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
149,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
150,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
151,AFG,2005,Afghanistan,279.6550921,210.11552039999998,,,37.15888863,17.51876401,45.32223186,25.49362512,45.587370299999996,12.21424933,118.1645932,45.98062038,,,35.8,,,,
